500,2025-05-24,tovar,14:30,870
787,2025-05-14,tovar,10:15,405
578,2025-05-09,passanger,10:30,915
11,2025-05-05,passanger,23:00,675
358,2025-04-02,passanger,15:30,660
111,2025-05-16,passanger,02:45,870
190,2025-05-13,tovar,21:00,825
702,2025-05-07,passanger,23:00,555
876,2025-05-12,passanger,19:30,540
954,2025-04-05,fast,09:00,540
92,2025-05-29,fast,14:15,60
306,2025-04-02,tovar,21:00,465
942,2025-05-31,passanger,20:15,555
20,2025-04-20,passanger,13:30,510
433,2025-04-04,fast,05:45,885
676,2025-05-19,tovar,02:00,375
397,2025-05-18,fast,09:00,870
90,2025-04-23,tovar,02:15,360
430,2025-05-29,passanger,22:00,765
420,2025-04-18,fast,22:15,540
43,2025-05-24,tovar,03:45,540
752,2025-04-11,passanger,03:30,735
228,2025-05-12,fast,21:15,885
842,2025-05-27,fast,05:15,210
306,2025-04-13,fast,11:15,90
930,2025-04-05,tovar,02:45,405
722,2025-05-24,tovar,04:15,540
858,2025-04-14,tovar,04:00,120
123,2025-05-08,passanger,17:30,60
329,2025-04-16,tovar,23:30,645
530,2025-05-12,fast,15:30,120
341,2025-04-16,passanger,13:15,720
652,2025-05-15,fast,03:45,60
874,2025-04-23,fast,16:00,630
257,2025-05-11,passanger,12:30,120
170,2025-05-18,fast,03:30,195
941,2025-05-27,passanger,15:45,465
693,2025-05-21,fast,18:30,915
102,2025-04-23,fast,12:45,315
536,2025-05-03,tovar,08:45,390
535,2025-05-02,fast,11:00,240
578,2025-05-25,passanger,19:15,105
184,2025-05-20,passanger,16:30,675
299,2025-05-10,passanger,10:15,75
464,2025-04-14,tovar,02:45,450
785,2025-05-31,tovar,18:30,540
193,2025-05-26,tovar,00:00,630
897,2025-04-22,fast,10:00,285
991,2025-04-12,tovar,11:45,480
26,2025-05-18,passanger,09:45,300
973,2025-04-11,passanger,07:45,255
179,2025-04-26,passanger,06:45,885
465,2025-05-15,passanger,00:45,555
589,2025-04-21,fast,01:15,645
945,2025-04-01,fast,09:30,615
522,2025-04-07,fast,18:30,525
884,2025-05-07,tovar,08:15,765
256,2025-05-06,fast,05:00,495
716,2025-05-06,tovar,07:00,645
649,2025-05-22,fast,01:30,915
620,2025-05-06,fast,12:15,495
479,2025-05-23,passanger,09:15,705
892,2025-05-27,tovar,21:00,255
487,2025-05-06,passanger,11:45,930
770,2025-05-14,fast,15:15,540
316,2025-05-20,fast,17:30,510
175,2025-04-30,passanger,12:30,570
540,2025-05-16,passanger,06:45,315
654,2025-05-07,passanger,04:30,450
674,2025-05-26,passanger,11:15,825
71,2025-05-19,fast,20:15,180
565,2025-04-11,passanger,10:15,435
911,2025-05-17,fast,17:15,285
836,2025-05-20,tovar,04:00,150
855,2025-05-12,passanger,11:15,810
659,2025-04-03,tovar,06:45,855
169,2025-05-30,fast,02:30,945
133,2025-05-15,fast,11:00,885
513,2025-04-12,tovar,13:30,900
115,2025-05-21,tovar,13:30,405
945,2025-05-19,passanger,12:30,450
754,2025-04-16,tovar,11:30,495
987,2025-04-04,tovar,08:15,555
728,2025-05-23,passanger,20:15,300
724,2025-05-18,fast,10:30,930
863,2025-05-02,tovar,00:30,765
44,2025-04-23,passanger,04:15,285
884,2025-05-31,passanger,22:00,705
477,2025-04-18,fast,14:30,75
316,2025-05-26,fast,19:45,750
556,2025-04-13,fast,21:15,930
740,2025-04-01,tovar,23:45,840
64,2025-04-03,passanger,07:45,450
875,2025-04-11,fast,03:30,450
736,2025-04-08,fast,09:15,210
877,2025-05-28,tovar,21:15,120
139,2025-04-05,passanger,05:30,195
522,2025-04-26,passanger,08:00,225
771,2025-05-29,passanger,17:45,600
130,2025-04-15,tovar,09:30,615
852,2025-04-20,fast,12:45,870
802,2025-04-26,passanger,09:30,510
139,2025-04-11,fast,17:15,375
842,2025-04-17,passanger,19:15,300
887,2025-04-06,fast,14:15,510
340,2025-04-02,passanger,07:00,930
801,2025-05-14,passanger,14:15,720
451,2025-05-15,tovar,15:30,135
392,2025-04-21,passanger,12:15,855
633,2025-04-24,tovar,14:15,630
659,2025-04-06,passanger,00:30,855
723,2025-04-07,passanger,14:45,525
558,2025-04-15,tovar,04:00,510
803,2025-04-18,tovar,03:45,285
618,2025-04-12,fast,23:45,525
593,2025-04-13,tovar,11:30,105
367,2025-05-10,tovar,06:45,540
759,2025-04-22,passanger,18:30,630
240,2025-05-28,passanger,09:45,315
174,2025-05-08,tovar,17:30,60
816,2025-05-03,tovar,10:15,705
756,2025-05-13,passanger,10:30,810
939,2025-04-25,tovar,11:00,795
989,2025-04-17,passanger,07:00,390
547,2025-05-11,passanger,03:45,180
283,2025-05-31,passanger,19:00,270
693,2025-04-11,tovar,08:15,840
213,2025-05-01,fast,09:30,795
876,2025-05-08,fast,19:30,870
947,2025-05-23,tovar,08:30,690
863,2025-05-02,tovar,20:30,120
251,2025-05-09,passanger,11:00,390
946,2025-04-07,tovar,05:45,360
387,2025-04-06,fast,22:15,375
714,2025-05-31,passanger,01:45,225
477,2025-05-19,tovar,18:45,270
112,2025-05-09,fast,01:30,720
2,2025-04-28,fast,00:30,180
74,2025-05-29,passanger,05:30,630
869,2025-05-04,fast,19:15,435
666,2025-04-01,passanger,19:00,405
217,2025-04-08,passanger,06:45,930
493,2025-04-13,tovar,15:30,75
151,2025-05-13,tovar,14:00,270
512,2025-04-27,passanger,07:30,315
510,2025-05-26,fast,16:45,300
45,2025-05-27,tovar,10:30,705
129,2025-05-13,fast,13:15,600
560,2025-05-14,passanger,09:15,165
945,2025-05-30,tovar,14:45,810
178,2025-05-06,tovar,18:45,915
60,2025-04-23,passanger,08:30,135
501,2025-04-07,tovar,03:30,855
46,2025-05-06,tovar,17:15,525
781,2025-05-11,tovar,07:45,195
445,2025-05-25,fast,05:30,450
435,2025-04-05,fast,20:00,675
767,2025-04-04,tovar,07:45,510
491,2025-05-23,tovar,07:00,255
2,2025-04-12,tovar,18:00,255
644,2025-04-26,passanger,15:00,690
447,2025-04-28,passanger,23:45,660
850,2025-04-18,tovar,09:45,495
527,2025-05-02,fast,06:30,915
554,2025-04-09,fast,10:15,195
139,2025-04-09,passanger,15:30,930
386,2025-05-07,tovar,08:30,645
300,2025-04-09,passanger,03:15,285
332,2025-05-21,passanger,16:45,180
254,2025-04-24,passanger,14:45,315
16,2025-04-12,passanger,05:45,705
494,2025-04-15,fast,09:15,750
959,2025-05-16,fast,22:00,465
518,2025-05-04,tovar,11:15,870
271,2025-05-08,tovar,20:15,645
955,2025-04-10,passanger,06:00,765
143,2025-04-01,tovar,02:30,345
621,2025-04-06,passanger,08:15,435
790,2025-05-27,tovar,14:45,480
704,2025-05-22,fast,02:00,360
445,2025-05-08,tovar,12:00,630
17,2025-05-11,fast,02:00,480
810,2025-05-13,fast,20:45,720
111,2025-04-20,fast,13:45,630
63,2025-05-09,tovar,01:45,885
390,2025-04-23,fast,23:45,720
558,2025-04-01,passanger,04:30,255
586,2025-04-01,tovar,12:30,810
845,2025-04-24,tovar,19:30,285
435,2025-05-06,tovar,19:15,705
79,2025-04-18,fast,10:45,465
527,2025-05-19,fast,11:45,165
678,2025-04-02,passanger,14:45,735
866,2025-05-15,fast,18:30,795
318,2025-04-11,tovar,04:00,345
23,2025-05-10,tovar,18:45,285
607,2025-04-07,tovar,22:15,885
592,2025-04-13,passanger,13:00,435
862,2025-04-01,passanger,21:15,810
627,2025-04-12,fast,02:30,150
530,2025-04-06,passanger,00:30,345
861,2025-04-30,passanger,07:45,495
30,2025-05-11,passanger,08:45,525
546,2025-04-06,fast,21:00,135
455,2025-05-17,passanger,19:00,900
542,2025-05-01,fast,12:00,90
422,2025-05-25,tovar,06:00,645
580,2025-05-20,fast,18:00,780
951,2025-05-25,tovar,13:00,150
355,2025-04-02,passanger,12:45,435
777,2025-05-01,passanger,16:00,345
493,2025-04-10,passanger,15:00,690
447,2025-05-16,passanger,15:45,405
169,2025-04-21,tovar,19:15,90
631,2025-04-02,passanger,10:15,735
801,2025-05-08,tovar,23:00,660
969,2025-04-18,fast,06:30,480
626,2025-05-15,fast,06:30,870
946,2025-04-23,fast,06:00,420
307,2025-05-02,tovar,13:15,615
870,2025-04-21,passanger,04:30,480
915,2025-05-31,fast,08:30,630
345,2025-04-06,fast,06:45,375
568,2025-04-25,tovar,11:45,525
761,2025-05-11,tovar,04:45,585
998,2025-04-29,fast,02:45,315
57,2025-05-19,tovar,07:15,135
588,2025-04-26,tovar,15:15,195
338,2025-05-19,passanger,00:45,75
397,2025-04-14,fast,17:45,195
440,2025-04-19,tovar,16:00,285
690,2025-04-27,fast,22:15,360
639,2025-05-21,tovar,02:15,270
641,2025-05-19,tovar,18:30,180
15,2025-04-06,fast,01:15,585
304,2025-05-18,tovar,11:15,870
348,2025-04-03,passanger,19:30,300
883,2025-04-30,fast,04:15,495
932,2025-05-13,fast,21:30,675
605,2025-05-27,fast,05:15,660
837,2025-04-04,tovar,06:30,345
119,2025-05-31,passanger,12:30,375
541,2025-05-02,tovar,10:15,270
549,2025-05-12,passanger,13:00,495
795,2025-05-16,tovar,20:15,660
892,2025-05-31,fast,18:00,405
455,2025-04-09,fast,05:15,585
710,2025-04-05,passanger,02:30,285
125,2025-04-21,tovar,05:30,435
439,2025-05-26,passanger,19:45,795
82,2025-05-30,fast,19:00,915
629,2025-05-12,tovar,14:15,285
703,2025-04-14,tovar,08:00,180
129,2025-05-13,passanger,03:00,120
839,2025-04-26,passanger,16:30,900
54,2025-04-03,tovar,04:15,885
649,2025-04-13,tovar,03:45,630
804,2025-04-03,tovar,18:30,90
356,2025-05-25,tovar,17:15,585
979,2025-04-01,fast,16:30,465
333,2025-05-01,fast,16:00,360
161,2025-05-10,passanger,23:30,225
913,2025-04-18,passanger,10:45,75
67,2025-05-17,passanger,05:30,450
645,2025-04-13,fast,11:30,570
917,2025-04-03,passanger,13:00,330
99,2025-05-19,passanger,17:15,675
919,2025-05-10,tovar,15:15,270
183,2025-05-16,tovar,12:45,165
612,2025-05-07,fast,03:30,825
319,2025-05-19,fast,08:00,315
774,2025-05-25,passanger,12:30,915
619,2025-05-31,fast,22:15,705
74,2025-05-20,tovar,15:15,855
279,2025-04-25,fast,15:00,165
442,2025-05-08,fast,08:45,90
440,2025-05-27,fast,00:15,525
120,2025-04-23,passanger,01:15,495
290,2025-05-07,tovar,09:45,645
650,2025-04-19,passanger,05:00,855
856,2025-05-16,tovar,09:00,900
68,2025-05-12,fast,10:30,945
9,2025-05-05,tovar,21:45,135
158,2025-05-15,fast,11:15,375
829,2025-04-10,fast,03:00,540
142,2025-04-02,fast,01:45,390
872,2025-05-19,passanger,17:15,855
254,2025-05-26,fast,02:30,750
225,2025-05-08,fast,19:15,630
241,2025-05-13,fast,19:45,660
50,2025-05-21,fast,08:00,495
711,2025-05-06,passanger,23:00,765
748,2025-04-25,passanger,02:00,690
350,2025-05-21,tovar,05:15,270
788,2025-05-27,tovar,08:30,150
368,2025-04-30,fast,21:45,420
847,2025-05-21,passanger,08:30,630
628,2025-04-11,fast,01:00,480
886,2025-04-09,passanger,18:45,210
527,2025-04-21,tovar,15:45,795
264,2025-04-09,fast,02:30,195
848,2025-04-03,passanger,05:15,210
62,2025-05-24,fast,04:45,150
936,2025-04-05,fast,19:30,345
57,2025-04-22,passanger,14:30,405
144,2025-04-02,passanger,11:00,780
607,2025-05-06,tovar,16:30,285
976,2025-05-17,tovar,15:45,780
458,2025-05-18,fast,10:45,120
819,2025-05-10,fast,08:30,930
931,2025-04-16,fast,19:45,360
267,2025-04-01,passanger,08:00,120
779,2025-04-26,tovar,23:30,465
699,2025-04-11,passanger,15:15,660
622,2025-04-27,tovar,20:00,375
828,2025-04-29,passanger,22:45,885
58,2025-04-24,passanger,20:00,405
704,2025-04-01,fast,18:30,585
885,2025-04-23,fast,19:45,690
410,2025-05-16,fast,18:45,915
118,2025-04-19,tovar,03:15,345
924,2025-05-14,tovar,20:45,615
262,2025-04-17,passanger,08:15,675
794,2025-05-30,fast,20:30,705
993,2025-04-08,tovar,18:15,870
28,2025-05-27,passanger,19:30,480
698,2025-04-19,passanger,10:30,630
789,2025-04-11,fast,01:45,405
959,2025-04-13,fast,11:30,615
942,2025-04-15,fast,01:30,450
565,2025-05-17,fast,19:30,150
514,2025-05-14,tovar,09:00,150
492,2025-04-15,passanger,17:00,210
305,2025-04-20,fast,08:00,285
882,2025-05-22,passanger,04:45,300
353,2025-04-08,passanger,11:00,840
577,2025-05-08,tovar,10:45,555
347,2025-04-18,passanger,20:45,435
86,2025-05-27,fast,00:15,690
961,2025-05-11,passanger,17:15,180
386,2025-05-29,passanger,04:30,480
888,2025-05-05,tovar,02:00,540
599,2025-05-31,passanger,00:00,795
47,2025-05-26,tovar,01:00,165
610,2025-04-22,fast,22:00,645
612,2025-05-29,passanger,00:15,855
560,2025-05-25,fast,16:15,795
873,2025-04-02,fast,08:15,465
901,2025-04-24,passanger,17:30,315
79,2025-04-21,passanger,16:30,750
782,2025-04-27,tovar,01:15,675
535,2025-04-20,passanger,15:45,75
79,2025-04-05,tovar,16:30,315
290,2025-05-30,tovar,14:30,690
397,2025-05-23,fast,21:30,375
908,2025-05-08,fast,01:30,420
865,2025-05-27,tovar,20:45,555
489,2025-05-07,passanger,07:30,180
512,2025-04-03,fast,22:30,210
682,2025-05-22,fast,08:00,765
879,2025-05-29,passanger,06:30,945
589,2025-05-31,passanger,04:00,630
422,2025-04-30,tovar,17:15,645
151,2025-04-16,tovar,19:15,825
890,2025-04-11,tovar,14:15,810
423,2025-04-11,tovar,11:45,240
860,2025-04-12,fast,21:00,540
927,2025-04-08,tovar,09:45,525
467,2025-05-16,fast,16:00,840
787,2025-04-09,tovar,03:45,375
88,2025-05-17,tovar,20:00,540
665,2025-04-23,tovar,17:45,180
545,2025-05-16,passanger,22:15,840
165,2025-04-05,fast,15:30,570
775,2025-05-22,tovar,16:15,750
409,2025-04-09,tovar,00:30,750
315,2025-05-09,passanger,02:30,300
673,2025-05-19,fast,05:45,525
329,2025-05-25,tovar,17:15,720
913,2025-05-17,passanger,09:45,945
585,2025-05-06,fast,08:15,855
231,2025-04-19,fast,13:15,315
503,2025-04-08,tovar,20:15,315
660,2025-05-09,fast,22:15,150
195,2025-05-13,passanger,21:00,585
851,2025-05-09,fast,03:30,645
365,2025-05-15,tovar,17:00,225
401,2025-04-24,fast,22:00,705
426,2025-04-14,tovar,18:00,540
823,2025-05-29,passanger,12:45,300
307,2025-05-28,fast,02:30,780
852,2025-04-15,passanger,13:30,690
999,2025-04-12,passanger,07:30,720
633,2025-04-15,passanger,11:00,150
37,2025-05-19,tovar,22:30,735
660,2025-05-10,tovar,12:00,105
115,2025-04-29,tovar,15:30,570
43,2025-04-30,fast,13:15,270
82,2025-05-15,tovar,07:00,660
95,2025-05-08,fast,03:45,330
821,2025-04-25,fast,15:45,750
432,2025-04-19,tovar,22:45,675
182,2025-05-24,fast,19:00,75
263,2025-05-10,tovar,10:30,720
449,2025-04-10,passanger,22:00,180
310,2025-04-28,fast,09:00,345
640,2025-05-24,fast,05:45,870
801,2025-04-25,tovar,08:45,105
427,2025-04-03,tovar,20:15,195
764,2025-05-12,tovar,15:30,915
175,2025-04-06,fast,18:45,435
760,2025-05-11,passanger,06:15,915
202,2025-04-02,passanger,03:45,255
283,2025-05-02,passanger,06:45,480
210,2025-05-27,tovar,13:30,840
978,2025-05-04,fast,02:15,750
726,2025-04-03,tovar,17:00,930
339,2025-04-13,passanger,18:30,360
436,2025-04-20,tovar,17:00,405
630,2025-05-12,fast,02:30,120
6,2025-04-15,fast,03:15,705
326,2025-04-12,fast,17:30,735
650,2025-04-21,fast,13:45,615
519,2025-05-25,tovar,02:30,900
541,2025-04-01,tovar,21:30,735
289,2025-05-23,fast,11:45,645
580,2025-05-02,passanger,15:30,360
431,2025-04-26,passanger,14:45,225
195,2025-05-31,tovar,17:15,675
245,2025-04-24,tovar,22:15,75
868,2025-04-01,fast,01:30,915
306,2025-04-12,fast,16:15,75
121,2025-05-03,fast,00:45,705
604,2025-05-02,fast,09:15,255
300,2025-04-16,fast,20:15,390
83,2025-04-09,tovar,17:00,525
420,2025-05-31,tovar,20:30,750
787,2025-04-25,passanger,23:00,705
216,2025-05-10,fast,05:30,915
793,2025-05-17,tovar,15:00,435
163,2025-05-26,passanger,17:15,525
665,2025-05-13,fast,22:30,225
475,2025-04-11,passanger,16:00,780
702,2025-04-12,tovar,07:30,240
379,2025-05-23,tovar,10:00,600
721,2025-05-27,passanger,12:00,645
185,2025-04-01,fast,00:15,315
820,2025-04-16,passanger,09:30,405
657,2025-04-29,passanger,16:30,555
243,2025-05-14,passanger,07:45,705
563,2025-04-02,fast,22:15,600
394,2025-04-24,tovar,16:45,555
613,2025-04-01,fast,09:15,165
826,2025-04-29,fast,12:30,225
671,2025-05-24,fast,11:30,135
852,2025-04-14,tovar,02:30,270
625,2025-04-06,tovar,02:15,60
849,2025-05-27,passanger,07:30,945
29,2025-04-19,passanger,01:30,405
871,2025-04-18,passanger,23:30,795
217,2025-05-06,fast,11:30,930
118,2025-05-19,passanger,10:15,240
555,2025-04-12,passanger,22:45,630
119,2025-05-20,passanger,01:45,570
807,2025-05-11,tovar,17:45,150
844,2025-04-30,passanger,23:15,495
997,2025-05-04,fast,18:45,420
425,2025-04-09,tovar,18:15,105
445,2025-04-15,passanger,01:00,180
219,2025-05-20,passanger,04:00,915
703,2025-04-28,fast,13:45,75
859,2025-04-14,fast,13:45,510
797,2025-04-10,passanger,18:45,885
496,2025-04-28,passanger,22:45,915
349,2025-05-16,tovar,05:30,900
811,2025-05-12,tovar,09:45,270
507,2025-04-11,fast,21:30,840
296,2025-05-24,fast,04:45,840
592,2025-04-09,fast,01:30,765
115,2025-05-27,tovar,15:45,720
858,2025-04-15,passanger,09:00,390
177,2025-05-12,passanger,05:30,930
132,2025-04-19,fast,19:15,255
241,2025-05-02,passanger,00:45,210
568,2025-05-22,fast,17:45,690
800,2025-05-04,fast,11:00,825
50,2025-05-17,passanger,19:00,885
610,2025-04-17,tovar,08:45,930
27,2025-04-26,tovar,00:45,915
573,2025-04-24,tovar,04:45,60
66,2025-05-26,fast,00:30,195
29,2025-04-15,passanger,20:30,495
434,2025-04-28,passanger,20:00,150
599,2025-05-09,tovar,14:45,750
692,2025-05-21,tovar,14:00,690
966,2025-05-30,tovar,21:45,645
230,2025-05-23,passanger,07:15,405
815,2025-04-18,tovar,05:00,735
231,2025-05-08,passanger,03:15,555
362,2025-05-13,passanger,20:45,675
928,2025-05-12,fast,10:15,225
466,2025-05-28,fast,07:30,660
503,2025-04-14,passanger,10:45,780
53,2025-04-23,passanger,08:15,795
273,2025-04-11,tovar,13:15,480
235,2025-04-30,passanger,14:15,630
53,2025-04-05,passanger,02:00,645
27,2025-04-13,tovar,16:15,105
8,2025-04-28,tovar,06:30,855
743,2025-04-28,fast,16:15,180
53,2025-04-27,tovar,20:45,885
955,2025-05-26,tovar,04:15,510
350,2025-05-08,tovar,07:45,90
537,2025-04-17,passanger,12:00,150
698,2025-04-06,passanger,18:30,705
830,2025-05-09,tovar,09:45,720
226,2025-04-14,tovar,05:30,120
102,2025-04-03,fast,18:15,615
577,2025-05-18,fast,10:00,375
398,2025-05-02,fast,18:30,285
300,2025-04-16,fast,05:00,630
832,2025-05-24,tovar,15:45,315
293,2025-04-12,tovar,11:45,435
98,2025-05-11,fast,15:15,900
764,2025-05-05,passanger,17:45,75
618,2025-04-26,fast,21:00,60
547,2025-04-03,tovar,09:00,735
127,2025-04-05,passanger,05:45,645
163,2025-05-18,passanger,01:00,210
95,2025-04-10,passanger,22:00,480
46,2025-05-01,tovar,21:30,840
5,2025-05-19,fast,14:15,570
329,2025-05-22,tovar,07:45,495
977,2025-05-01,tovar,23:00,615
221,2025-04-18,fast,06:00,660
592,2025-05-11,fast,00:00,630
114,2025-04-14,tovar,01:30,660
348,2025-05-13,tovar,04:30,645
618,2025-05-16,fast,19:30,330
910,2025-05-31,passanger,03:45,945
80,2025-04-24,passanger,22:15,480
949,2025-04-23,fast,10:15,165
595,2025-04-23,fast,21:30,630
304,2025-05-16,passanger,16:15,375
808,2025-04-08,fast,22:00,75
330,2025-04-12,passanger,04:30,165
182,2025-04-23,tovar,13:15,495
162,2025-04-20,tovar,23:45,285
973,2025-04-13,passanger,13:45,705
830,2025-05-22,passanger,06:30,165
534,2025-04-14,tovar,00:00,645
54,2025-05-24,tovar,13:45,450
633,2025-05-28,passanger,17:00,840
353,2025-04-01,passanger,07:30,495
215,2025-05-06,passanger,19:45,735
259,2025-04-03,tovar,07:00,885
49,2025-05-21,fast,04:30,420
293,2025-05-03,fast,04:15,870
701,2025-05-14,passanger,21:15,75
100,2025-05-03,tovar,06:00,915
139,2025-04-05,fast,01:00,600
281,2025-04-12,tovar,03:45,525
179,2025-05-03,tovar,19:30,555
584,2025-04-17,passanger,08:45,285
417,2025-05-29,tovar,05:30,840
779,2025-04-17,tovar,00:00,255
783,2025-05-16,tovar,19:30,495
892,2025-04-01,fast,13:45,600
767,2025-05-22,tovar,16:00,825
139,2025-04-27,fast,23:00,645
297,2025-04-29,tovar,11:30,360
660,2025-04-03,passanger,12:00,510
739,2025-04-29,passanger,19:45,180
917,2025-05-17,passanger,02:00,855
459,2025-04-14,tovar,10:15,495
550,2025-05-12,fast,03:15,870
831,2025-05-18,passanger,00:45,60
217,2025-05-29,tovar,19:15,135
312,2025-05-21,passanger,10:15,630
487,2025-04-10,tovar,01:30,885
623,2025-05-16,passanger,20:00,825
900,2025-05-11,tovar,07:15,840
175,2025-05-16,passanger,15:00,765
855,2025-04-17,fast,06:15,480
768,2025-05-07,tovar,05:45,135
91,2025-04-22,passanger,03:45,405
263,2025-05-05,tovar,21:15,360
